category,faam_property,type,value,label,base_url,qualifiers
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,6ng5YJy5,Charles Bordes,,45qo3Fj3||
statements,agent,statement,LaAgXzwK,Éditions Durand,,GBgJfRbK|GDeKaNeC|1894
statements,agent,statement,4FpHAKUW,Heinrich Schütz,,fkHJwpoD||
statements,agent,statement,6vGGSSEm,Tomás Luis de Victoria,,fkHJwpoD||
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,,fkHJwpoD||
statements,agent,statement,EkHj4fV2,Jacob Clemens non Papa,,fkHJwpoD||
statements,agent,statement,AZL2k82C,Orlande de Lassus,,fkHJwpoD||
statements,agent,statement,VB5ZNecV,Francisco Guerrero,,fkHJwpoD||
statements,agent,statement,Fx8FYSdF,Cristóbal de Morales,,fkHJwpoD||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,agent,statement,,,,||
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
